File Number,Date Reported,Year Reported,Month Reported,Housing Block,Street Name,Date Notice Mailed or Given,Type of Complaint,Disposition,File Close Date,Method Submitted,Submitted Online?,Total Fees,Mapped Location
19-001069,06/03/2019,2019,6,1300 Block,North Lincoln Avenue,06/03/2019,Weeds/Grass,Voluntarily Complied,06/13/2019,Phone,No, 0.0,"1300 North Lincoln Avenue Urbana, IL"
19-001070,06/03/2019,2019,6,100 Block,North Poplar Street,,,Unfounded,06/03/2019,Internet,Yes, 0.0,"100 North Poplar Street Urbana, IL"
19-001073,06/03/2019,2019,6,900 Block,South Busey Avenue,06/03/2019,Municipal Waste,Voluntarily Complied,06/13/2019,Phone,No, 0.0,"900 South Busey Avenue Urbana, IL"
19-001074,06/03/2019,2019,6,100 Block,North Poplar Street,06/03/2019,Weeds/Grass,Voluntarily Complied,06/13/2019,Internet,No, 0.0,"100 North Poplar Street Urbana, IL"
19-001027,05/30/2019,2019,5,1200 Block,South Smith Road,05/30/2019,Weeds/Grass,Voluntarily Complied,06/07/2019,Phone,No, 0.0,"1200 South Smith Road Urbana, IL"
19-001029,05/30/2019,2019,5,400 Block,East Illinois Street,05/30/2019,Weeds/Grass,Voluntarily Complied,06/07/2019,Phone,No, 0.0,"400 East Illinois Street Urbana, IL"
19-001035,05/30/2019,2019,5,900 Block,North Lincoln Avenue,05/30/2019,Weeds/Grass,Voluntarily Complied,06/07/2019,Phone,No, 0.0,"900 North Lincoln Avenue Urbana, IL"
19-001036,05/30/2019,2019,5,400 Block,West Springfield Avenue,05/30/2019,Weeds/Grass,Voluntarily Complied,06/07/2019,Phone,No, 0.0,"400 West Springfield Avenue Urbana, IL"
19-001037,05/30/2019,2019,5,800 Block,West Sunset Drive,05/30/2019,Weeds/Grass,Voluntarily Complied,06/07/2019,Phone,No, 0.0,"800 West Sunset Drive Urbana, IL"
19-001019,05/29/2019,2019,5,700 Block,West Washington Street,05/29/2019,Weeds/Grass,Voluntarily Complied,06/06/2019,Phone,No, 0.0,"700 West Washington Street Urbana, IL"
19-001020,05/29/2019,2019,5,700 Block,West Washington Street,05/29/2019,Weeds/Grass,Voluntarily Complied,06/06/2019,Internet,No, 0.0,"700 West Washington Street Urbana, IL"
19-001022,05/29/2019,2019,5,1400 Block,South Wiley Drive,,Weeds/Grass,City Abated,06/03/2019,Phone,No, 594.0,"1400 South Wiley Drive Urbana, IL"
19-001023,05/29/2019,2019,5,1600 Block,South Smith Road,,Weeds/Grass,City Abated,06/03/2019,Phone,No, 613.5,"1600 South Smith Road Urbana, IL"
19-001024,05/29/2019,2019,5,1500 Block,South Ogelthorpe Avenue,,Weeds/Grass,City Abated,06/03/2019,Phone,No, 613.5,"1500 South Ogelthorpe Avenue Urbana, IL"
19-001025,05/29/2019,2019,5,1700 Block,East Michigan Avenue,05/29/2019,Weeds/Grass,Voluntarily Complied,06/06/2019,Phone,No, 0.0,"1700 East Michigan Avenue Urbana, IL"
19-001066,05/29/2019,2019,5,1600 Block,East Ivanhoe Way,,Weeds/Grass,City Abated,06/03/2019,City Staff Reported,No, 613.5,"1600 East Ivanhoe Way Urbana, IL"
19-001004,05/28/2019,2019,5,2500 Block,"South ""St Andrews"" Road",06/05/2019,Weeds/Grass,City Abated,06/24/2019,Phone,No, 158.0,"2500 South ""St Andrews"" Road Urbana, IL"
19-001005,05/28/2019,2019,5,200 Block,North Busey Avenue,,Weeds/Grass,Voluntarily Complied,06/05/2019,Phone,No, 0.0,"200 North Busey Avenue Urbana, IL"
19-001006,05/28/2019,2019,5,1300 Block,East Silver Street,,Municipal Waste,City Abated,06/03/2019,Phone,No, 1083.32,"1300 East Silver Street Urbana, IL"
19-001007,05/28/2019,2019,5,1300 Block, Silver ,,Weeds/Grass,City Abated,06/03/2019,Phone,No, 613.5,"1300  Silver  Urbana, IL"
19-001008,05/28/2019,2019,5,1100 Block,West Hill Street,,Weeds/Grass,Voluntarily Complied,06/03/2019,Phone,No, 0.0,"1100 West Hill Street Urbana, IL"
19-001009,05/28/2019,2019,5,1900 Block,S Vine St,,,Unfounded,05/29/2019,Internet,Yes, 0.0,"1900 S Vine St Urbana, IL"
19-001010,05/28/2019,2019,5,700 Block,West Washington Street,,,City Abated,05/29/2019,Internet,Yes, 0.0,"700 West Washington Street Urbana, IL"
19-000967,05/22/2019,2019,5,700 Block,South Urbana Avenue,05/22/2019,Weeds/Grass,Voluntarily Complied,05/30/2019,Phone,No, 0.0,"700 South Urbana Avenue Urbana, IL"
19-000968,05/22/2019,2019,5,900 Block,East Burkwood Drive,05/22/2019,Weeds/Grass,Voluntarily Complied,05/30/2019,Phone,No, 0.0,"900 East Burkwood Drive Urbana, IL"
19-000969,05/22/2019,2019,5,100 Block,South Glover Avenue,05/22/2019,Weeds/Grass,Voluntarily Complied,05/30/2019,Phone,No, 0.0,"100 South Glover Avenue Urbana, IL"
19-000970,05/22/2019,2019,5,400 Block,South Glover Avenue,05/22/2019,Weeds/Grass,Voluntarily Complied,05/30/2019,Phone,No, 0.0,"400 South Glover Avenue Urbana, IL"
19-000966,05/21/2019,2019,5,2100 Block,South Burlison Drive,,,City Abated,05/22/2019,Internet,Yes, 0.0,"2100 South Burlison Drive Urbana, IL"
19-000944,05/20/2019,2019,5,1300 Block,North Berkley Avenue,05/20/2019,Municipal Waste,Voluntarily Complied,06/24/2019,Phone,No, 0.0,"1300 North Berkley Avenue Urbana, IL"
19-000946,05/20/2019,2019,5,2300 Block,South Pond Street,05/20/2019,Municipal Waste,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"2300 South Pond Street Urbana, IL"
19-000947,05/20/2019,2019,5,1100 Block,East Scovill Street,05/20/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"1100 East Scovill Street Urbana, IL"
19-000953,05/20/2019,2019,5,900 Block,North Harvey Street,05/20/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"900 North Harvey Street Urbana, IL"
19-000954,05/20/2019,2019,5,600 Block,East Scovill Street,05/20/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"600 East Scovill Street Urbana, IL"
19-000955,05/20/2019,2019,5,2400 Block,South Whitson Circle,05/20/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"2400 South Whitson Circle Urbana, IL"
19-000956,05/20/2019,2019,5,1100 Block,East Mitchem Drive,05/20/2019,Weeds/Grass,City Abated,06/03/2019,Phone,No, 138.5,"1100 East Mitchem Drive Urbana, IL"
19-000958,05/20/2019,2019,5,900 Block,East Washington Street,05/20/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"900 East Washington Street Urbana, IL"
19-000959,05/20/2019,2019,5,300 Block,East Kerr Avenue,05/20/2019,Weeds/Grass,Voluntarily Complied,06/24/2019,Phone,No, 0.0,"300 East Kerr Avenue Urbana, IL"
19-000932,05/17/2019,2019,5,2100 Block,South Burlison Drive,05/17/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"2100 South Burlison Drive Urbana, IL"
19-000933,05/17/2019,2019,5,2100 Block,South Burlison Drive,05/17/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"2100 South Burlison Drive Urbana, IL"
19-000917,05/16/2019,2019,5,500 Block,"South ""Cottage Grove"" Avenue",05/16/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"500 South ""Cottage Grove"" Avenue Urbana, IL"
19-000918,05/16/2019,2019,5,1300 Block,"South ""Cottage Grove"" Avenue",05/16/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"1300 South ""Cottage Grove"" Avenue Urbana, IL"
19-000919,05/16/2019,2019,5,1100 Block,East Mumford Drive,05/16/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"1100 East Mumford Drive Urbana, IL"
19-000930,05/16/2019,2019,5,2100 Block, Burlison Dr,,,City Abated,05/17/2019,Internet,Yes, 0.0,"2100  Burlison Dr Urbana, IL"
19-000896,05/15/2019,2019,5,400 Block,South Glover Avenue,05/15/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"400 South Glover Avenue Urbana, IL"
19-000897,05/15/2019,2019,5,800 Block,East Hawthorne Drive,05/15/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"800 East Hawthorne Drive Urbana, IL"
19-000898,05/15/2019,2019,5,800 Block,East Hawthorne Drive,05/15/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"800 East Hawthorne Drive Urbana, IL"
19-000899,05/15/2019,2019,5,1300 Block,East Eastern Drive,05/15/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"1300 East Eastern Drive Urbana, IL"
19-000900,05/15/2019,2019,5,1400 Block,East Mumford Drive,05/15/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"1400 East Mumford Drive Urbana, IL"
19-000901,05/15/2019,2019,5,2200 Block,South Pond Street,05/15/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"2200 South Pond Street Urbana, IL"
19-000904,05/15/2019,2019,5,600 Block,South Busey Avenue,,Municipal Waste,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"600 South Busey Avenue Urbana, IL"
19-000905,05/15/2019,2019,5,400 Block,South Busey Avenue,,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"400 South Busey Avenue Urbana, IL"
19-000906,05/15/2019,2019,5,300 Block,South Busey Avenue,,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"300 South Busey Avenue Urbana, IL"
19-000907,05/15/2019,2019,5,2000 Block,East Easy Street,,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"2000 East Easy Street Urbana, IL"
19-000908,05/15/2019,2019,5,2000 Block,East Easy Street,,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"2000 East Easy Street Urbana, IL"
19-000878,05/14/2019,2019,5,800 Block,East Fairlawn Drive,05/14/2019,Weeds/Grass,Voluntarily Complied,05/22/2019,Phone,No, 0.0,"800 East Fairlawn Drive Urbana, IL"
19-000879,05/14/2019,2019,5,900 Block,South Maple Street,05/14/2019,Weeds/Grass,Voluntarily Complied,05/22/2019,Phone,No, 0.0,"900 South Maple Street Urbana, IL"
19-000880,05/14/2019,2019,5,800 Block,South Maple Street,05/14/2019,Weeds/Grass,Voluntarily Complied,05/22/2019,Phone,No, 0.0,"800 South Maple Street Urbana, IL"
19-000881,05/14/2019,2019,5,800 Block,West Illinois Street,05/14/2019,Weeds/Grass,Voluntarily Complied,05/22/2019,Phone,No, 0.0,"800 West Illinois Street Urbana, IL"
19-000882,05/14/2019,2019,5,500 Block,East Florida Avenue,05/14/2019,Weeds/Grass,Voluntarily Complied,05/22/2019,Phone,No, 0.0,"500 East Florida Avenue Urbana, IL"
19-000883,05/14/2019,2019,5,2100 Block,South Burlison Drive,,,City Abated,05/14/2019,Internet,Yes, 0.0,"2100 South Burlison Drive Urbana, IL"
19-000884,05/14/2019,2019,5,800 Block,"South ""Cottage Grove"" Avenue",05/14/2019,Weeds/Grass,Voluntarily Complied,05/22/2019,Phone,No, 0.0,"800 South ""Cottage Grove"" Avenue Urbana, IL"
19-000885,05/14/2019,2019,5,600 Block,"South ""Cottage Grove"" Avenue",05/14/2019,Weeds/Grass,Voluntarily Complied,05/22/2019,Phone,No, 0.0,"600 South ""Cottage Grove"" Avenue Urbana, IL"
19-000886,05/14/2019,2019,5,600 Block,"South ""Cottage Grove"" Avenue",05/14/2019,Weeds/Grass,Voluntarily Complied,05/22/2019,Phone,No, 0.0,"600 South ""Cottage Grove"" Avenue Urbana, IL"
19-000887,05/14/2019,2019,5,500 Block,South Johnson Avenue,05/14/2019,Weeds/Grass,Voluntarily Complied,05/22/2019,Phone,No, 0.0,"500 South Johnson Avenue Urbana, IL"
19-000891,05/14/2019,2019,5,700 Block,West Oregon Street,05/14/2019,Weeds/Grass,Voluntarily Complied,05/22/2019,Phone,No, 0.0,"700 West Oregon Street Urbana, IL"
19-000892,05/14/2019,2019,5,100 Block,South Lynn Street,05/14/2019,Weeds/Grass,Voluntarily Complied,05/22/2019,Phone,No, 0.0,"100 South Lynn Street Urbana, IL"
19-000893,05/14/2019,2019,5,100 Block,South Lynn Street,05/14/2019,Municipal Waste,Voluntarily Complied,05/22/2019,Phone,No, 0.0,"100 South Lynn Street Urbana, IL"
19-000894,05/14/2019,2019,5,1200 Block,East Main Street,05/14/2019,Weeds/Grass,Voluntarily Complied,05/22/2019,Phone,No, 0.0,"1200 East Main Street Urbana, IL"
19-000895,05/14/2019,2019,5,1600 Block,East Ivanhoe Way,,Weeds/Grass,City Abated,06/03/2019,Phone,No, 613.5,"1600 East Ivanhoe Way Urbana, IL"
19-000860,05/13/2019,2019,5,200 Block,"East ""George Huff"" Drive",05/13/2019,Weeds/Grass,Voluntarily Complied,06/03/2019,,No, 0.0,"200 East ""George Huff"" Drive Urbana, IL"
19-000862,05/13/2019,2019,5,1200 Block,South Philo Road,05/13/2019,Weeds/Grass,Voluntarily Complied,05/21/2019,Phone,No, 0.0,"1200 South Philo Road Urbana, IL"
19-000867,05/13/2019,2019,5,700 Block,West Illinois Street,05/13/2019,Municipal Waste,Voluntarily Complied,05/21/2019,Phone,No, 0.0,"700 West Illinois Street Urbana, IL"
19-000868,05/13/2019,2019,5,700 Block,West Illinois Street,05/13/2019,Weeds/Grass,Voluntarily Complied,05/16/2019,Phone,No, 0.0,"700 West Illinois Street Urbana, IL"
19-000869,05/13/2019,2019,5,700 Block,South Busey Avenue,05/13/2019,Weeds/Grass,City Abated,06/03/2019,Phone,No, 163.5,"700 South Busey Avenue Urbana, IL"
19-000870,05/13/2019,2019,5,700 Block,West California Avenue,05/13/2019,Municipal Waste,Voluntarily Complied,05/21/2019,Phone,No, 0.0,"700 West California Avenue Urbana, IL"
19-000871,05/13/2019,2019,5,1300 Block,South Philo Road,05/13/2019,Weeds/Grass,Voluntarily Complied,05/21/2019,Phone,No, 0.0,"1300 South Philo Road Urbana, IL"
19-000872,05/13/2019,2019,5,1500 Block,East Colorado Avenue,05/13/2019,Weeds/Grass,Voluntarily Complied,05/21/2019,Phone,No, 0.0,"1500 East Colorado Avenue Urbana, IL"
19-000873,05/13/2019,2019,5,1700 Block,East Colorado Avenue,,Weeds/Grass,Unfounded,05/16/2019,Phone,No, 0.0,"1700 East Colorado Avenue Urbana, IL"
19-000857,05/12/2019,2019,5,200 Block,"East ""George Huff"" Drive",,,City Abated,05/13/2019,Internet,Yes, 0.0,"200 East ""George Huff"" Drive Urbana, IL"
19-000840,05/10/2019,2019,5,1700 Block,North Golfview Drive,,,Referred to other department,05/10/2019,Internet,Yes, 0.0,"1700 North Golfview Drive Urbana, IL"
19-000841,05/10/2019,2019,5,100 Block,North Lynn Street,05/10/2019,Weeds/Grass,Voluntarily Complied,05/20/2019,Phone,No, 0.0,"100 North Lynn Street Urbana, IL"
19-000842,05/10/2019,2019,5,100 Block,North Lynn Street,05/10/2019,Weeds/Grass,Voluntarily Complied,05/20/2019,Phone,No, 0.0,"100 North Lynn Street Urbana, IL"
19-000843,05/10/2019,2019,5,1000 Block,East Main Street,05/10/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,No, 0.0,"1000 East Main Street Urbana, IL"
19-000844,05/10/2019,2019,5,100 Block,"North ""Cottage Grove"" Avenue",05/10/2019,Weeds/Grass,Voluntarily Complied,05/20/2019,,No, 0.0,"100 North ""Cottage Grove"" Avenue Urbana, IL"
19-000845,05/10/2019,2019,5,1300 Block,East Silver Street,,Municipal Waste,City Abated,06/03/2019,City Staff Reported,No, 1083.32,"1300 East Silver Street Urbana, IL"
19-000850,05/10/2019,2019,5,1300 Block,North Berkley Avenue,05/10/2019,Weeds/Grass,Voluntarily Complied,05/20/2019,Phone,No, 0.0,"1300 North Berkley Avenue Urbana, IL"
19-000851,05/10/2019,2019,5,1300 Block,North Berkley Avenue,05/10/2019,Weeds/Grass,Voluntarily Complied,05/20/2019,Phone,No, 0.0,"1300 North Berkley Avenue Urbana, IL"
19-000852,05/10/2019,2019,5,100 Block,East Kerr Avenue,05/10/2019,Weeds/Grass,City Abated,06/03/2019,Phone,No, 119.0,"100 East Kerr Avenue Urbana, IL"
19-000853,05/10/2019,2019,5,900 Block,South Lanore Drive,,,Referred to other department,05/10/2019,Internet,Yes, 0.0,"900 South Lanore Drive Urbana, IL"
19-000821,05/09/2019,2019,5,1900 Block,North Willow Road,05/09/2019,Weeds/Grass,Voluntarily Complied,05/17/2019,Phone,No, 0.0,"1900 North Willow Road Urbana, IL"
19-000822,05/09/2019,2019,5,1900 Block,North Willow Road,05/09/2019,Weeds/Grass,Voluntarily Complied,06/03/2019,Phone,No, 0.0,"1900 North Willow Road Urbana, IL"
19-000823,05/09/2019,2019,5,300 Block,East Colorado Avenue,05/09/2019,Weeds/Grass,Voluntarily Complied,05/17/2019,Phone,No, 0.0,"300 East Colorado Avenue Urbana, IL"
19-000824,05/09/2019,2019,5,300 Block,East Colorado Avenue,05/09/2019,Weeds/Grass,Voluntarily Complied,06/03/2019,Phone,No, 0.0,"300 East Colorado Avenue Urbana, IL"
19-000825,05/09/2019,2019,5,600 Block,East Colorado Avenue,05/09/2019,Weeds/Grass,City Abated,06/03/2019,Phone,No, 138.5,"600 East Colorado Avenue Urbana, IL"
19-000826,05/09/2019,2019,5,600 Block,East Colorado Avenue,05/09/2019,Municipal Waste,City Abated,06/03/2019,Phone,No, 725.0,"600 East Colorado Avenue Urbana, IL"
19-000828,05/09/2019,2019,5,1200 Block,North Busey Avenue,,Weeds/Grass,Voluntarily Complied,05/17/2019,Phone,No, 0.0,"1200 North Busey Avenue Urbana, IL"
19-000829,05/09/2019,2019,5,1200 Block,North Busey Avenue,,Weeds/Grass,Voluntarily Complied,05/17/2019,Phone,No, 0.0,"1200 North Busey Avenue Urbana, IL"
19-000830,05/09/2019,2019,5,1200 Block,North Busey Avenue,,Weeds/Grass,Voluntarily Complied,05/17/2019,Phone,No, 0.0,"1200 North Busey Avenue Urbana, IL"
19-000831,05/09/2019,2019,5,1000 Block,North Goodwin Avenue,,Weeds/Grass,Voluntarily Complied,05/17/2019,Phone,No, 0.0,"1000 North Goodwin Avenue Urbana, IL"
19-000832,05/09/2019,2019,5,1100 Block,North Goodwin Avenue,06/03/2019,Weeds/Grass,City Abated,06/03/2019,Phone,No, 138.5,"1100 North Goodwin Avenue Urbana, IL"
19-000809,05/08/2019,2019,5,2100 Block,South Burlison Drive,,,City Abated,05/08/2019,Internet,Yes, 0.0,"2100 South Burlison Drive Urbana, IL"
19-000811,05/08/2019,2019,5,900 Block,East Main Street,05/08/2019,Weeds/Grass,Voluntarily Complied,05/16/2019,Phone,No, 0.0,"900 East Main Street Urbana, IL"
19-000812,05/08/2019,2019,5,900 Block,East Main Street,05/08/2019,Weeds/Grass,Voluntarily Complied,05/16/2019,Phone,No, 0.0,"900 East Main Street Urbana, IL"
19-000813,05/08/2019,2019,5,2100 Block,South Burlison Drive,05/08/2019,Weeds/Grass,Voluntarily Complied,05/16/2019,Phone,No, 0.0,"2100 South Burlison Drive Urbana, IL"
19-000814,05/08/2019,2019,5,2100 Block,South Burlison Drive,05/08/2019,Municipal Waste,Voluntarily Complied,05/16/2019,Internet,No, 0.0,"2100 South Burlison Drive Urbana, IL"
19-000815,05/08/2019,2019,5,1600 Block,South Hillcrest Street,05/08/2019,Weeds/Grass,Voluntarily Complied,05/16/2019,Phone,No, 0.0,"1600 South Hillcrest Street Urbana, IL"
19-000816,05/08/2019,2019,5,1200 Block,East Florida Avenue,05/08/2019,Weeds/Grass,Voluntarily Complied,05/16/2019,Phone,No, 0.0,"1200 East Florida Avenue Urbana, IL"
19-000817,05/08/2019,2019,5,1200 Block,East Main Street,05/08/2019,Weeds/Grass,Voluntarily Complied,05/16/2019,Phone,No, 0.0,"1200 East Main Street Urbana, IL"
19-000818,05/08/2019,2019,5,400 Block,East Main Street,05/08/2019,Weeds/Grass,Voluntarily Complied,05/16/2019,Phone,No, 0.0,"400 East Main Street Urbana, IL"
19-000799,05/07/2019,2019,5,2100 Block,East Pennsylvania Avenue,05/07/2019,Weeds/Grass,Voluntarily Complied,06/03/2019,Phone,No, 0.0,"2100 East Pennsylvania Avenue Urbana, IL"
19-000800,05/07/2019,2019,5,2200 Block,West Fletcher Street,05/07/2019,Weeds/Grass,City Abated,06/03/2019,Phone,No, 158.0,"2200 West Fletcher Street Urbana, IL"
19-000804,05/07/2019,2019,5,500 Block, Fairlawn ,05/07/2019,Municipal Waste,Voluntarily Complied,05/15/2019,Phone,No, 0.0,"500  Fairlawn  Urbana, IL"
19-000805,05/07/2019,2019,5,700 Block,East Hawthorne Drive,05/07/2019,Weeds/Grass,Voluntarily Complied,05/15/2019,Phone,No, 0.0,"700 East Hawthorne Drive Urbana, IL"
19-000783,05/06/2019,2019,5,700 Block,South Wabash Avenue,05/06/2019,Weeds/Grass,City Abated,06/03/2019,City Staff Reported,No, 119.0,"700 South Wabash Avenue Urbana, IL"
19-000784,05/06/2019,2019,5,900 Block,South Webber Street,05/06/2019,Weeds/Grass,Voluntarily Complied,06/03/2019,Email,No, 0.0,"900 South Webber Street Urbana, IL"
19-000721,05/02/2019,2019,5,1000 Block,"South ""Cottage Grove"" Avenue",05/02/2019,Municipal Waste,Voluntarily Complied,05/10/2019,Phone,No, 0.0,"1000 South ""Cottage Grove"" Avenue Urbana, IL"
19-000724,05/02/2019,2019,5,1300 Block,West Ellis Drive,05/02/2019,Weeds/Grass,Voluntarily Complied,05/10/2019,Phone,No, 0.0,"1300 West Ellis Drive Urbana, IL"
19-000726,05/02/2019,2019,5,1200 Block,North Mathews Avenue,05/02/2019,Weeds/Grass,Voluntarily Complied,05/10/2019,Phone,No, 0.0,"1200 North Mathews Avenue Urbana, IL"
19-000705,05/01/2019,2019,5,1200 Block,South Vine Street,05/01/2019,Municipal Waste,Voluntarily Complied,05/14/2019,Email,No, 0.0,"1200 South Vine Street Urbana, IL"
19-000713,05/01/2019,2019,5,900 Block,North Division Avenue,05/01/2019,Municipal Waste,City Abated,,Phone,No, 0.0,"900 North Division Avenue Urbana, IL"
19-000714,05/01/2019,2019,5,900 Block,North Division Avenue,05/01/2019,Weeds/Grass,City Abated,,Phone,No, 0.0,"900 North Division Avenue Urbana, IL"
19-000715,05/01/2019,2019,5,900 Block,North Division Avenue,05/01/2019,Weeds/Grass,City Abated,06/03/2019,Phone,No, 0.0,"900 North Division Avenue Urbana, IL"
19-000716,05/01/2019,2019,5,900 Block,North Division Avenue,05/01/2019,Municipal Waste,City Abated,06/03/2019,Phone,No, 0.0,"900 North Division Avenue Urbana, IL"
19-000717,05/01/2019,2019,5,900 Block,North Division Avenue,05/01/2019,Weeds/Grass,City Abated,06/03/2019,Phone,No, 0.0,"900 North Division Avenue Urbana, IL"
